NominalSim,RobustSim
1.8516051548795378,2.4219935797324466
1.8987073923233944,2.37653832667876
1.9367851026392222,2.5829836031704403
1.8263748975021155,2.677171066647612
1.9095864228009451,2.563364557098444
1.8291401395669633,2.409479774610407
1.776164829653179,2.5558859510820593
1.939779426033767,2.3050864269474487
1.878988622136095,2.6550963246099983
1.9246822538563244,2.6018432942491048
