x1,x2,x3,x4,x5,x6
1.0,-11.32272986974391,-6.5251125474287495,-19.026719961082122,-13.949314666453873,-4.6996398127082
2.0,-11.300380558289119,-25.10162041706486,-53.2764205183907,-17.818932326346925,-23.599198985848485
3.0,-14.775994501617006,-20.745705625181504,-18.500130009917186,-18.909722597237362,-13.243664001990519
4.0,-9.672010412725461,-32.48205701951014,-43.0231598589471,-44.94169853074754,-53.37710658209588
5.0,9.999999999999998,9.999999999999998,9.999999999999998,9.999999999999998,9.999999999999998
6.0,9.999999999999998,9.999999999999998,9.999999999999998,9.999999999999998,9.999999999999998
7.0,9.999999999999998,9.999999999999998,9.999999999999998,9.999999999999998,9.999999999999998
8.0,9.999999999999998,9.999999999999998,9.999999999999998,9.999999999999998,9.999999999999998
9.0,9.999999999999998,9.999999999999998,9.999999999999998,9.999999999999998,9.999999999999998
10.0,9.999999999999998,9.999999999999998,9.999999999999998,9.999999999999998,9.999999999999998
11.0,9.999999999999998,9.999999999999998,9.999999999999998,9.999999999999998,9.999999999999998
12.0,9.999999999999998,9.999999999999998,9.999999999999998,9.999999999999998,9.999999999999998
13.0,-26.572050000000015,-39.365999999999936,-44.999999999999936,-44.999999999999936,-51.839999999999954
14.0,-32.86862686635914,-36.45507528786049,-46.28882781454899,-29.524538382274265,-45.01310413109564
15.0,-24.525381311295437,-28.15629713735956,-18.203733757156122,-27.75603637140579,-5.289012809788914
16.0,-13.275494800743019,-12.63033873659916,-13.181679482147652,-13.787403538371585,-11.253607112818743
17.0,-11.971302098734045,-6.425536494743543,-17.29757959179072,-31.121251593783033,-25.00469191518613
18.0,-50.041699937269854,-41.49330376309364,-39.86513646506643,-28.81494194533661,-51.366982099668284
19.0,5.4183594313439745,5.306571673194925,5.153489495799772,5.484856802679831,5.490855778776946
20.0,5.704145587805126,4.826332527851601,5.684843941392794,5.49168946241248,5.323844485023461
21.0,5.807618564298158,5.8679934700616885,5.63688232916216,5.4474966140353995,5.851809675924261
22.0,5.618495327792634,5.774668939973875,5.593167931283006,5.773460212259043,5.233894858878649
23.0,3.1601913275531666,3.3372326659283185,3.358892325220594,3.2712464332615077,3.2259591238868235
24.0,2.754908321402297,3.1738536177193604,3.2772535208771347,3.0338572094470924,2.80142632456601
25.0,7.6425936746859575,7.272864581112235,7.526235889063227,7.648400282917481,7.652781274049512
26.0,7.567418604311851,7.61570054700939,7.653496717545285,7.668716891391512,7.608716711052035
27.0,7.734417441528704,7.590646512684374,7.850668277358474,7.8118832293294345,7.940932007593633
28.0,7.810364182633071,7.716039169743029,7.911006819201281,8.020448888718315,7.917044425146103
29.0,6.83207313078977,6.975502287318004,6.906219798128443,6.887369466947635,6.886884156299384
30.0,7.059083077097561,6.989421730327083,6.4170743050445544,6.685660048231511,6.5327924346364075
