NominalSim,RobustSim,OffNominal
2.225875454856002,2.8693964811194865,2.225875454856002
2.731455808958558,2.3302415876567517,2.731455808958558
3.2063377771329584,2.670468459575814,3.2063377771329584
2.327176013574621,2.4379185720773675,2.327176013574621
3.3374918482034577,1.876248191214703,3.3374918482034577
2.8006364444863596,2.011391615245104,2.8006364444863596
3.0170171332066658,3.0026842836070795,3.0170171332066658
3.1746591682260203,2.962187108276742,3.1746591682260203
2.887567068039248,2.981290806449961,2.887567068039248
3.1134367513245778,2.0515343284104275,3.1134367513245778
2.2578144248283976,2.770711205133011,2.2578144248283976
2.7678247410553256,2.9593228125240696,2.7678247410553256
3.0139480076043546,2.7163973567449906,3.0139480076043546
3.3316249395120936,1.6757464154740946,3.3316249395120936
2.7229600422541833,2.9792680244310703,2.7229600422541833
2.685255265427735,2.209878487498445,2.685255265427735
2.370513772108296,2.312223744169843,2.370513772108296
2.902892323972754,2.7859018926215398,2.902892323972754
2.973081309918925,2.7654741873339312,2.973081309918925
2.762034110283838,2.5583134696864906,2.762034110283838
2.6867423874272265,2.937230659629727,2.6867423874272265
3.1210159257197803,2.4096393746280347,3.1210159257197803
2.1983138566079647,2.246124840183521,2.1983138566079647
2.3016504991731637,1.931432393175446,2.3016504991731637
2.8013715110419004,2.246095550388517,2.8013715110419004
2.9816838143798514,1.7710895176816381,2.9816838143798514
2.2519075971884206,2.389434982663098,2.2519075971884206
2.585910974277759,2.33495141055545,2.585910974277759
2.888728034357506,2.8240689053349253,2.888728034357506
2.986439139275725,2.74311942373054,2.986439139275725
2.655710872928467,2.17352470394601,2.655710872928467
2.7354097008935314,3.437752105178049,2.7354097008935314
2.7299722985847468,3.309930802127014,2.7299722985847468
3.1089337745639885,2.0971787053392164,3.1089337745639885
2.9089916107923193,2.982597723396591,2.9089916107923193
2.9074406167458804,2.994601104210059,2.9074406167458804
2.8055020091020118,2.8938105107275836,2.8055020091020118
2.904330190288105,3.0247147517512705,2.904330190288105
2.2540427704116692,2.70722830724528,2.2540427704116692
3.2433687436843224,2.720347239887761,3.2433687436843224
