x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27
1.7278094006240814,1.9773368821221282,2.1209228042449784,1.8062933723999492,2.031701888680164,2.150829750407545,1.8942154726125309,2.101661245201214,2.220016144454021,1.828279664324813,2.1275291235545546,2.2485413465046657,1.9464593895426459,3.270224407898573,2.3460425608013744,2.074190775001085,2.36582696954966,2.5132988406526326,1.7918571744674532,1.988249706205418,2.1161360138567873,1.9290161694512955,2.1091838499250177,2.2311100762325897,2.0590472166134517,2.2578440213183564,2.434732104908259
3.29116022951646,1.891610356624539,1.8341160368592972,1.9756031267197691,1.8797073841902363,1.8951767967418618,1.891800104692274,1.924004938774829,1.9762527552890508,2.089468353404818,1.8898284292246808,1.88992990173609,1.9138998059290018,1.933298779315762,2.005934137176708,1.9281311595778727,2.0299418557629796,2.146298700442477,1.8655335502137782,1.9273794775967785,2.0301244619188528,1.87879775272152,1.9758547244808282,2.0761521648969774,1.954024343764213,2.06866942093126,2.1857241962645766
3.2652528657794253,2.1264699405189615,2.3809933241960737,1.9629611303158154,1.9671952729303048,2.0880767957076083,1.8643668528328943,1.9049802982019113,1.9986885314317904,1.8817034397508674,1.9338444383940938,2.1271561255327422,1.8370093962145626,1.9187595796733374,2.063659978996063,1.8890094718757078,1.9912443288042567,2.143419818623438,1.7674375599373817,1.868981511253032,2.0782007076715,1.794480879475319,1.9162493763517834,2.0925147799403914,1.8917252402382474,2.039504108724849,2.2349955563309187
3.2516825315294993,1.9688028084436973,1.9453034914514011,2.2066823416508434,2.061004945668408,1.9782683170388777,2.2091538798208874,2.19955701387242,2.021207683337083,1.9069256316898935,1.8922254583800628,1.902996633768674,2.021190043399377,1.987945327923767,2.004127344288496,2.2475187112899744,2.138789925168708,2.094890138772006,1.8000782801629291,1.8355286627863916,1.8858198430054005,1.9425785980675971,1.974018488937993,2.0395362866384152,2.181384164784053,2.129317773827311,2.1588332260991194
3.2660415294727043,1.9110513023721565,1.841836604706867,1.9342957422841018,1.915133741164473,1.926332381114635,1.846556601353275,1.9228786519172478,1.9796935204501815,2.189027039504046,1.976272415564575,1.9306792710327019,1.9050200984074148,1.949843054601441,2.0251494920957716,1.8741060264653104,2.014085144397965,2.147592337518973,2.1801152031739592,2.052432314189027,2.0479360591989364,1.9379813667261396,2.011197010283853,2.1179343206120533,1.9548643932629275,2.0965973747910547,2.2577279813557185
3.2652528657794253,2.1264699405189615,2.3809933241960737,1.9629611303158154,1.9671952729303048,2.0880767957076083,1.8643668528328943,1.9049802982019113,1.9986885314317904,1.8817034397508674,1.9338444383940938,2.1271561255327422,1.8370093962145626,1.9187595796733374,2.063659978996063,1.8890094718757078,1.9912443288042567,2.143419818623438,1.7674375599373817,1.868981511253032,2.0782007076715,1.794480879475319,1.9162493763517834,2.0925147799403914,1.8917252402382474,2.039504108724849,2.2349955563309187
3.2688333449021085,1.938386912009546,1.8962699365061704,2.1776249402718832,2.007059201642055,1.8839868462029619,2.203040623280524,2.2291080074145784,1.9890988761854478,1.9320758655031678,1.844015154162929,1.8422844708098773,2.0028296814367743,1.9527180810050997,1.945207947605194,2.1912856805872902,2.128392736533848,2.0825174495595538,1.78992083834434,1.796366696702311,1.8243979702852418,1.9509969183382931,1.958548938384497,2.0047700801838557,2.1779511299311345,2.1356613377103653,2.178384118034455
3.2705545191557266,1.835701320234197,1.7203267539479146,1.9938308169435373,1.8680544211904753,1.8226835262646854,1.919353722812847,1.9089189146222214,1.9018106562845947,2.179754619342023,1.903843624549751,1.8582282653914823,2.001236763504977,1.9509499812361095,1.9444535377643088,2.000030621301192,2.0121541089467585,2.0340528469750807,2.191638110480999,2.0023127899327524,2.0406986736238077,2.049630305563992,2.0067368632182987,2.050706576951084,2.0492447675348924,2.070408038450667,2.129223793117306
3.2450748295337677,2.001648076547459,2.106065292599492,1.9094759752858652,2.0199140626792578,2.322785594144274,1.828996610082388,1.9757951760064045,2.203491709278428,1.891350154838651,1.9183284432548817,2.0452879289449726,1.8077025311821162,1.9788359430524474,2.2307308926583165,1.8247231880194619,2.048316283671273,2.319861319084646,1.7428237752291706,1.8697592855286689,2.0480281163232856,1.7755195117766038,1.9631641638709203,2.183154830740839,1.8418229393657897,2.084572411548074,2.3496052986083797
3.172487690714771,1.8746560196590358,1.8475946929029237,1.9200018141356234,1.8478625227513026,1.8793858819812213,1.8316918292547846,1.8731635068050354,1.927248984606081,1.9980042216794915,1.8869020927366775,1.9022215252373054,2.049981707309597,1.9588928533170968,1.995433242214501,2.128222163680232,2.045049919892652,2.080404825966268,2.0438105038511796,1.9382325985049702,1.9574127901316203,2.384741033645636,2.0836778702244954,2.052442698259578,2.5754181439715174,2.2151664545264333,2.16515660392835
