ID,ExpValue,SimMean,SimStd,SimMin,SimPercentMean,SimPercentStd
Nominal,1.768431027492896,1.7138510832591738,0.09967208252012823,1.6077663424842692,0.2545454545454545,0.19708621262435272
Robust,1.4931868140593427,1.7651980564431864,0.13004881215837585,1.6201283284750747,0.18181818181818182,0.06428243465332249
OffNominal,1.8461902999902136,1.6341076993779975,0.04126666876047027,1.5755868417680707,0.10909090909090909,0.040655781409087086
