ID,ExpValue,SimMean,SimStd,SimMin,SimPercentMean,SimPercentStd
Nominal,1.802630669989406,1.711256068826558,0.06570655547622122,1.6158679361430863,0.16547619047619047,0.08693172846704632
Robust,1.459991075044436,1.961940350615814,0.257743271097467,1.7160435126432814,0.1107142857142857,0.09237925303372639
OffNominal,2.015077932487274,1.701579085012159,0.07884339447518005,1.5783325606143783,0.055952380952380934,0.01832417353594251
