x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101
1.0,41.914059234991285,9.323921121924043,40.530294434292955,24.104491315888755,41.956769026340965,-25.582663783586767,32.78665704915928,37.798896259840845,35.00667784571216,39.041712668174206,-5.813591512700337,18.666867399517216,42.36352048794384,39.58296964174275,-31.634752249517216,15.84262689591215,23.71070852504427,20.95775071178017,34.060983799609986,22.966005411124616,13.117385977998229,30.3310264305526,-55.035354460700674,2.228667733928649,27.711730002453805,5.771486829170211,38.78808041880371,38.07903430221142,33.307700413414274,34.91007396152428,47.21714190802474,-71.61547828370068,2.0840741755304184,-5.720654921369555,45.24393947071829,7.134352798892276,-33.26791816214708,45.549683015151736,3.725406226958407,-27.539057645999,27.450772428789772,41.345602082615976,31.244532035806163,25.478462448388246,35.89526871860975,33.573687600190986,28.082115110802786,-57.18507712867989,-70.49098289299152,-45.47897580587306,41.788930757753135,-0.030641915065608188,31.18573898353823,28.829857623578043,20.024658357492047,33.760901927376835,23.041834701671952,-33.02272848299851,38.42319404559072,35.84776851091413,37.924977487672656,37.398252259176225,-11.187266852361185,32.509345162609286,39.67612420526822,25.204046911131204,-85.36033010375533,30.895181880295457,-9.520491105992823,39.357928647425396,31.05230600160661,38.49505960067762,35.7227095016436,29.782944106034787,21.462017943851585,28.69133892634422,42.646568465921476,31.657202396669444,33.168814327353516,44.04849636190094,18.76407461254318,28.832931752642686,35.915573152589054,-4.5982626899329775,32.088622333219575,-65.8912407200859,34.064686023067175,-1.4869759772065427,-7.1679585992574975,-4.392250089855731,-62.55989584080501,37.079215785351174,41.227779147692935,3.5493258789830184,-73.62790502705366,24.769911662368266,35.92616174696927,35.53681034206969,35.50644328646616,33.01058966721192
2.0,33.8683401551209,38.85663690674771,32.95946610790347,40.38441799388531,-6.596048890163242,43.17834515659756,24.047982191495166,37.707811729227316,37.183251467222675,-86.17587917796045,11.015048756566683,45.09483560106072,34.370973304493,-8.940387743992941,16.630856270994588,-38.1787669193321,44.00466909209646,13.377678061621328,40.64004561647014,-33.03472710690746,31.222926779088866,33.75406519947903,-30.20201946963598,-29.43948446078696,29.706474836837717,-71.38175902473158,-72.75534427595012,35.57444759965434,13.86375807523693,-31.80151502837504,39.43336616484791,29.224820646726062,34.835309136034034,-17.860173027936884,44.056726434580874,3.5896353468633664,41.83120554287959,32.44261136336571,31.5611461905546,41.45605740668211,-21.634979633146756,28.349658095503166,-23.567925716974862,41.584085970001766,24.351144002600474,14.71293078237369,32.230660780621086,36.11285930396026,-122.34154017493262,-21.263212135524938,39.90835453787374,24.972895540896946,-10.39622593114711,-41.39234180256213,-61.10590163102569,-37.730830242419174,32.40335453730617,-12.357706058866999,45.87455501407905,28.754067271144468,21.470176720963646,43.138961056923876,34.704633643541136,33.023437717189566,21.73106189895636,30.71450586722027,32.98418403967351,12.787791562338127,-35.452031808871006,-17.060101231631133,37.98032536890915,40.399312391570945,14.637268330180337,19.682440045797676,19.36109324665783,30.52500739104873,-25.425055996553496,37.29618791598014,33.23110899195307,37.67358233822282,18.634607431547266,9.462852868153966,30.380530068798816,-47.31938754925048,31.070070347811942,32.16467331727722,29.879189421058094,33.45169312704889,-3.1870417130403115,19.42155200385894,2.705603575879417,-7.969727825422088,40.17698207851862,37.32947004676534,20.19476729857554,42.53576973714234,37.447666682631564,46.588441270532414,22.395796273228846,3.8097879033386555
3.0,-3.7709667323694926,44.36585535074618,16.05104329592628,-33.9978747712643,33.076105131593565,28.780810686111202,31.760848089113793,37.25883396501554,8.194860194625345,43.99549589380924,22.17309753697792,44.96044143071685,-31.843201929009133,-20.22071112732741,30.87634939893376,19.605785671101994,32.553770098784504,41.098330021904914,27.29083515297618,42.52486015028125,36.469390916291815,23.656767616708088,29.854982691499792,32.25381708651545,1.5216128433213634,34.14363192989881,22.682746941075884,31.090400375102533,-70.9414778129791,-90.77752215054485,26.250048576746398,40.77145247179534,39.75830675311753,31.145188678256382,22.22212464397905,31.85997543274819,-40.75815537116038,36.154631140705845,26.000200613391186,36.24799550786073,37.35969154382161,5.882734820124999,-65.02954513049062,47.61333525722128,27.263302427593356,0.0957955117838289,40.88571583223507,22.323078605982268,-26.62798582321689,37.63471807238518,26.07484646348583,36.01847858408017,6.249016883425109,25.559754255791283,0.6151299665178267,29.427750241330624,21.77677557052601,24.407938088470594,31.1001777821059,35.18614829081289,-19.28401098665032,18.59578627619741,39.27046997039047,21.03585225806996,35.20042448400383,30.04465084163456,17.560568581884997,40.70154062122084,42.45658204589669,-106.44223338918344,40.38584524831087,4.573299527161877,30.016710520061977,-52.94421062932626,38.43963019854917,30.03448471603918,33.67138404329402,-35.641838162729584,28.72496998717422,31.051176489274585,32.182768841784736,26.831033770690986,24.006856671065137,37.78330357515356,43.768206650065665,-2.186997974362893,23.98636492009141,36.30286078948465,30.840716525175388,20.307941036992467,-1.827171593877595,39.929776786273045,23.5450688772032,44.26026541459028,29.164092306263342,-48.17376496469865,-18.22048055370488,0.5926631110097823,26.850328072916962,29.22335522903561
4.0,-80.0155911914925,-99.14985268206246,-11.245848566080594,15.254819461113723,-17.229149090347782,25.99634728746814,11.070553930123957,-71.34193516291407,40.11193717340594,0.20794308187011848,-46.547449228474804,-72.46688185571922,-177.7103843201994,-0.2825937176158542,36.51703768829852,33.999883245985096,22.750145439660262,44.568379266072924,-50.936395168707854,-34.89155345868894,-36.03844051996818,20.686145256336875,-59.86541114177876,-19.11839620821291,15.048394517252706,-22.37177364452362,23.217762116875452,20.014644501928032,-5.426876987318036,8.139243592926297,22.8709998499754,10.452109943481162,26.893711176735746,-76.4893122194925,27.78608768644812,15.128725937449673,-9.475420034468263,-18.709082156227044,-6.191577741928556,-55.12506934390123,10.12368342075306,-44.36709333624105,-24.34369383611995,-19.280159779030583,-26.833135444077353,-8.411692952251085,23.739934968043492,14.818073465755917,26.172734394702005,3.5408289953894307,-82.30629615400021,-33.30445798701572,-22.21353961991252,19.677016529573507,36.103880451787894,20.613748169130563,38.157034652048054,2.4420371790746875,7.294288892072773,-49.26312551835722,20.482342072114914,24.186248595999057,24.64424873717022,17.959670681221844,23.918371454132377,27.37379090825091,6.46453455257749,-11.339190450850849,-44.06218143257346,-46.71348629536623,-57.07318878967245,-40.97204504159396,19.72181341401994,17.37691020054614,-93.91371466324037,27.400829768612315,-100.97119461230727,-1.4893219150498351,12.511541760370761,4.711862163048456,29.85907569126992,-52.41383158648624,-64.80732649304831,-40.48058481049963,-2.166320510770022,-20.90244211479514,22.842687527749366,29.204143085147624,-72.80603314155564,0.10190072425797717,30.922197115253166,19.364870343329976,38.83330066485293,29.225394313585884,-33.74669695113126,-14.640999673042813,-59.42352033201751,-46.56834461915115,-7.767334390893871,-66.77611187425227
5.0,-106.46151635765446,-64.85985909934882,-259.08697221428866,-34.769004258665525,-12.848074215509632,-126.59390859103013,-10.28783003210352,-139.57466128508239,-27.561616495523957,-19.096270476600345,-55.31314387469618,-4.047317783805366,-75.51705563011218,-197.42357865164644,-70.94693762191153,-48.42289770848551,-237.76481312907256,1.4431725409498135,-5.104797675893903,-95.52427450672101,-120.45207906898202,-196.4793536762784,-7.242057097723518,-2.4217553235214058,-23.031451302911908,-45.33997229886641,-8.970535946267454,-24.692559189487834,-38.53329020008666,-144.66899923674154,-56.556562709364826,-64.24872561850758,-81.63913047211074,-149.0069428644498,-196.67700554899506,-36.02094080365941,-131.06668287075655,-87.52366339483153,-97.49130448078478,-93.09135954416018,-15.237012449808544,-122.5359687056202,-168.0154906674317,-175.39967392285925,-109.22807049236941,-48.145324647271835,-13.779390027429281,-74.62194857657325,-114.94311850355142,-175.51851837853653,-131.1492661551178,14.032337973840267,-4.842341954711064,-43.7732535113168,-109.39931201378596,-47.229553450328055,-172.71672494327274,-52.99151187459646,-71.70973864632573,11.348595323359893,-130.48034217941532,-133.11261185221056,-269.08413601348667,-40.82050899503109,-6.537004759002133,-226.99992646368452,-90.74612302862133,-140.6567423190673,-82.73189998591648,-8.657288892599704,-74.89151216873152,-209.8033328501553,-177.68255032221168,-94.94635025931551,-56.46051359147299,-10.77172667183591,-9.9713980611662,-96.28969375485076,-71.02879675432281,-52.40091879525632,-29.321737060464066,-148.22303814384247,-135.9376201397611,-104.88112127182485,-128.70587276789,15.007095194442755,-95.34846992993118,-78.52610863751568,-46.323527879808026,-87.77115174199994,-73.09299020347272,-35.536599682579535,-277.9223144703402,-44.57054572397447,-80.18175244881056,-69.96748478777117,-140.43420803896916,-19.77824079980861,-91.83893302232703,-91.56242637759186
6.0,28.13620650331019,-7.098570969201746,45.01104445568241,36.14699635144516,34.394061334124835,38.49529073567695,30.49855431448895,40.108445518230646,-62.27849727994087,-16.876603185590334,4.3124154243742145,-25.493226919277358,6.94750412541908,35.90874132615236,44.17854995686857,-6.134292226433388,13.947710252873744,28.856320129387424,37.678786376586096,4.065078069380231,0.9254272805176411,20.89123376977151,30.47080338691866,31.704600125890344,32.4356944044526,29.268924017618172,-28.27889898187354,-26.381973457245937,34.614003665951806,13.394016225451054,30.850982401409606,44.946297566974415,37.14864644785955,22.350818562949993,27.622531281400946,-51.067864282937045,24.770184344776762,36.86079041510236,-47.961798040824924,21.372427250839845,9.20297442132658,34.35847272336413,-32.52861761014204,29.0869523974622,40.49693502690076,36.23333176347339,33.64222600058439,28.12610182032242,42.20346741854968,10.326910554153072,34.02614850909706,37.81086191986497,30.099875105242933,38.62138613104984,37.87512650167082,25.535066796193558,30.496612328497143,43.45538980986173,-23.967333194405363,42.800558472331964,39.29936202619827,39.6425122815841,21.948858437795245,36.25087338806063,38.80056239735767,33.46932217340682,32.16424136499259,41.61412399373339,35.2280823320778,35.53746504365286,34.772551450514676,0.15510182227588287,32.3726532603999,32.04350587235628,28.229179861403807,35.40121192850212,32.274126749069175,36.66620170663015,-44.241441181381994,33.20356077277406,25.39273011055641,12.800778944860241,32.846317173302126,28.685334142204113,32.982477047660765,34.06821643977214,19.353363517205935,10.476423306334391,26.46304461851504,34.873540157452965,-54.81631314073589,32.06817571559346,11.11863104520754,11.68593392092015,-65.52978769531309,-35.222001027112526,47.692917484767946,32.90971208138292,22.322666755125592,33.47977773150919
7.0,44.37204376862302,-23.99638429829381,36.05069452281398,32.386033907003984,22.88076389699918,38.91948229072469,40.16867802220628,29.71856622192288,45.60651116837793,-53.40927621066549,42.52401481127992,40.93773954114704,24.415272183572327,-21.603297311797803,-35.466885285890896,-6.706905965175156,44.946906267798695,36.11173885019789,13.76969490676601,16.36643968532365,41.36985345432168,28.02574583284285,22.394253644878265,32.48304296740245,36.05879356711942,35.02661915179446,36.56491639670836,34.54774337174023,-43.94088694029384,24.806115184419344,12.491582419795634,3.5541372230394113,46.12441956081942,28.247827553777846,44.037325161438304,32.896274328761436,14.732225336777333,37.89288535193671,15.710161172454997,34.13410151937621,-28.288548203576592,-7.39345045939042,24.783400018448443,24.6987862570485,33.10419608656354,17.5404103407996,-14.179847255840896,30.9634274090576,-59.555145214648185,42.12934765057068,32.50158324283787,31.125718062382667,-49.747578832173794,37.34551376925772,38.607220416292456,3.300178902715336,31.93780632891697,38.35632763595891,29.918753249628153,2.245952931792017,32.845719238885074,0.0975844928409991,32.94735337472992,-23.93007256436205,36.40147957259164,17.102029453129635,38.41792191835804,4.001145217826086,37.460385116395734,-24.374627294074095,30.02390721613172,-46.47811228220932,-9.644703487319365,30.668319737293274,-81.96952917631924,27.20892126293695,34.35294693660015,39.15832224052541,36.41917759584532,-19.742651519824648,-41.929246911782315,10.273324318918593,22.401061307382044,39.56566259818178,40.52601512589546,25.415753209970607,42.58388766962133,41.4445343052876,28.11203348283151,33.54042169723655,9.999909035710367,25.876966302270517,40.38834624659303,35.253488785288376,37.43209061316448,41.347147175431296,46.45795832680505,28.824036322442243,41.85051459951761,41.21109254104735
8.0,-65.57786377850591,46.76191379294823,26.56673472295769,41.65279105645624,29.807046047555858,40.86914790323663,33.290504337979854,39.86198360435748,-55.49741460164427,41.1029268808871,-2.6026527720797623,25.632006970563296,44.530312265099376,36.121065369726225,31.83487840320588,38.565217376898175,27.39164337327492,36.62043175115344,42.53676861235271,41.306427446038946,34.757966510335244,42.45387628252282,23.826589086835636,12.331711539407518,26.282513244162764,-3.394013713845523,45.935575179325824,33.596478966688686,23.06054864684712,21.969866818359016,42.49118101983554,36.39349017468208,-77.76984949582798,44.601610929255614,21.945141505783393,18.177737798946385,12.431970944181101,34.51225299524938,26.49538347515572,22.173451212552223,5.186400019469027,31.45060641286245,36.03270401484824,22.507312460032814,26.258447147961906,33.3412193450573,19.73655811096439,33.289692051606956,19.19628703900292,24.71876073882426,39.62466657258369,43.25340211841789,40.49290273814159,28.923003661922873,35.30617698867643,28.971043801359304,24.251403721772984,2.1443287105741384,15.596646708006205,-29.010371852072666,34.47315115601749,26.550380902822223,28.91752445215237,13.290632305091876,41.28725334070535,38.36225070934256,2.5547255369175432,32.15654256994384,5.130029793281664,25.110349392337145,27.067938587176194,37.012721156669485,34.49295736204088,-9.427432940768432,19.654382477135947,20.687651063822734,31.375918762089515,29.261406710029352,38.644418509214816,35.38397746887271,28.772705355947185,-5.554169866194501,38.89670677124442,-67.06175857330514,46.81832590807337,33.43046411931073,-8.334094588957862,37.61557039688525,-62.35499619168791,42.678044185477866,-38.64373358914798,25.36468308359906,44.23377608525055,37.00052764774003,36.36134897381756,-58.864732836837895,-46.111751739010636,44.89808388886253,42.51247925883789,-24.52794972377441
9.0,15.402058505661996,27.473459447618946,13.962770806708743,30.816639065236533,28.103738286789238,29.441054795789494,18.87968026718428,34.484092948283205,30.995217332285787,14.886839555543292,-47.34848096132964,40.31614557760617,-65.45608631362367,42.836855615339566,22.580597718972253,-32.818746304112494,14.6756832039227,-5.603291445237036,41.41078576824048,-13.3476711382883,11.078430217909668,37.60288667211574,33.44623231522654,31.942396405963866,30.095062862799313,26.867110941679776,46.26453588648182,17.953207959387722,25.9014348186453,33.83838996215176,41.82630748261922,37.1457598007893,43.02641692548721,24.740103407037115,24.03428956172941,-15.754853668714997,40.61011980799667,37.064738228645176,39.85996564565086,-49.707415477845416,23.148124814973563,29.138457938171584,24.850941242926353,38.66743366924111,31.149250022596355,27.917052159297302,-41.61614873745754,41.41671246117304,9.671970346609598,40.16199771476676,35.41187192688684,0.557524497374089,38.48440400546606,-71.32947855533122,26.536767052983837,-22.469892641403373,29.237986332298348,25.759887446855615,-43.77270549963284,47.536977901955694,4.526090117040791,32.29079068897028,-38.70856774958266,30.145557886179677,42.0139274619077,24.98003309703923,-10.913036852788476,-19.951451448829125,38.68201143662095,19.38212663109845,-22.529850392053273,14.866433624863982,31.151170385259924,28.07315594277039,28.122135741984476,43.49881284855037,-7.216195190038177,35.478620082326955,25.27627091302039,36.00581287966394,45.46431129255752,34.31472630370339,11.42195695484804,18.752559877576065,41.319724442958304,24.78301627655076,33.03957042567416,-49.13354297577813,37.886666740552585,45.54888217189668,29.72532468365057,34.59514692094409,25.85205201482791,47.01266335657092,31.175213602649645,33.09073312256298,46.28516116705586,-87.59900106996672,40.81948899718171,28.021354238653178
10.0,19.658713535648165,4.702230039552075,21.20252010033518,11.416766124294567,9.32346679070758,16.994439758407168,19.494077130668938,11.71004971966203,15.693282456740954,13.64028414799761,15.371233590989233,8.254264353606544,21.10895890093012,21.014709423111555,15.863764266372934,14.589883838278949,12.74796275429061,13.124469574093377,23.114569562638444,19.33117040039092,15.309713731516318,15.395076060041859,23.160489027532225,15.359714108995819,16.88004561787454,20.844685018462176,22.86342071708282,15.589935055969478,18.022741488915536,18.353334238784154,0.8100523478731686,10.508844790091935,15.980422226953424,20.808577800513437,18.913892028122692,10.149562448539257,10.417954678863381,19.24899899450976,-3.9523755808805534,5.0531757533788415,18.993464021982053,15.839400781341814,10.41257420838456,13.796969634991386,13.49383684470081,14.199226290542098,19.55207915568959,10.80144559172785,12.111689148960421,19.151497441710056,18.398215350082534,10.450991017121414,17.173090995309405,7.435624574615023,23.70933964162883,9.265258263310619,20.46490087196394,16.003752769204365,13.006650068797672,6.248250178539155,10.61330082115853,12.529352700809188,15.20787601019498,13.452078900605025,11.901991947828094,7.171722748572372,17.994846393087467,20.470315230447582,16.29403236653687,12.384379692468164,19.21908869145926,9.703858016812434,10.363219821339966,16.896019070435536,19.78580981113702,20.46322171688455,19.355684064158975,6.417768179226254,10.573887086187165,12.606297738052701,18.78974645810429,9.199118411816128,20.17543514879193,22.40088928034654,20.482541076580976,5.265484184331544,7.189870963474591,22.372530023886426,9.848365035508586,8.3348973983744,12.66106198776278,22.753869937698994,10.062568876465257,5.040682950311793,18.670807463469732,16.19260840612451,10.969872524911993,2.5595109415005646,23.09594118347446,12.768987458111054
