ID,ExpValue,SimMean,SimStd,SimMin,SimPercentMean,SimPercentStd
Nominal,2.9160693682559597,2.8870534103668,0.2961537893119874,1.941892322267607,0.8192079207920793,0.0361058679078153
Robust,2.5668749784520535,2.886178395741158,0.41193504975526923,1.9439842346985934,0.7693069306930692,0.05500830688155603
OffNominal,3.353317462604592,3.0544728672266848,0.3769741009795326,2.0184468764590844,0.778019801980198,0.06344742487972706
