ID,ExpValue,SimMean,SimStd,SimCI,SimPercentMean,SimPercentStd,SimPercentCI,SimProb
Nominal,1.5155974256358735,1.8123641064246936,0.13674572053258963,"(1.6923788884507172, 1.93234932439867)",0.3333333333333333,0.11785113019775792,"(0.22992685384582734, 0.4367398128208393)",Off Nominal
Robust,1.2380189553665362,1.6801095324396318,0.1757809058815664,"(1.525873551776264, 1.8343455131029995)",0.36666666666666664,0.18257418583505536,"(0.2064700374886468, 0.5268632958446865)",Off Nominal
OffNominal,1.428108190660523,1.5717836104176635,0.08366836677254261,"(1.498370218132838, 1.645197002702489)",0.36666666666666664,0.07453559924999299,"(0.3012666666666666, 0.43206666666666665)",Off Nominal
