ID,ExpValue,SimMean,SimStd,SimCI,SimPercentMean,SimPercentStd,SimPercentCI,SimProb
Nominal,4.327089130365008,4.814625610578938,0.3710782091708736,"(4.669014521300287, 4.960236699857589)",0.26613861386138615,0.06354656712094611,"(0.24120294092312689, 0.2910742867996454)",Off Nominal
Robust,2.232428082600289,3.7825294456086618,0.3815275804451759,"(3.632818023041975, 3.9322408681753487)",0.27603960396039606,0.05163091829211659,"(0.2557796316225695, 0.2962995762982226)",Off Nominal
OffNominal,3.29116022951646,3.7724910476917977,0.3356282496079982,"(3.640790522545619, 3.904191572837976)",0.3695049504950495,0.08138107955657235,"(0.3375710148770505, 0.4014388861130485)",Off Nominal
