NominalSim,RobustSim,OffNominal
4.7786176961585225,3.895398409927576,4.42484721420899
4.8141309076620065,3.6974858640827235,3.88054399047525
5.061507357874712,3.3663331362223734,3.7271410418935296
4.156137079874489,3.366963838219006,3.6313485633056724
5.07668638927765,3.3903467489526053,3.6384271016449365
5.012187773149912,3.5925553555612635,4.265031684813224
5.287343962634224,3.8654493136928845,4.070301281334591
4.543257787218261,3.470861964796984,3.8986273731201533
4.454865617394111,3.251811736233537,3.3256547774487206
5.824455166141324,3.795530776150323,3.2960313408567696
4.267450361040603,4.090862576855021,3.8297741377924175
4.985052547672001,3.8533555337398315,3.8864674179760437
4.588877404874965,3.9133776363165738,3.146818104720582
4.669944068165969,4.055204341644495,3.7216102497729366
5.132662453281483,3.2607178372981016,3.987532379713837
4.425501017561001,4.215053652915,3.469467428865158
4.9470788373694985,3.5647185489328868,3.973643757888835
4.840832670191841,4.225188657805016,4.089944079597317
4.680294985279413,3.068538520434489,3.708819355374197
4.1998443991352055,4.260482374653637,4.122199433263769
5.058092955758141,4.497121599351151,3.6473210141937726
5.062359062286203,4.173115194609354,3.772870927982866
4.74866345511524,4.2238230546257896,3.016531345146584
5.04152195668474,3.902993468029184,3.994075718841165
4.70827435267195,3.565945999166725,3.7872464720636234
