ID,ExpValue,SimMean,SimStd,SimMin,SimPercentMean,SimPercentStd
Nominal,2.123994341800682,2.1337665789678284,0.09101480194347437,2.0060539691147086,0.1888888888888889,0.09147473359428494
Robust,1.5362662968083938,2.093165465645308,0.28064504912344745,1.764660720074113,0.15555555555555556,0.04382281320814531
OffNominal,1.7745362773232756,1.8323333107995041,0.08733906071820617,1.7088461114885773,0.3111111111111111,0.12058385626740523
