x1,x2,x3,x4,x5,x6
1.0,6.46859807643098,5.722264248665695,3.5691220973633144,6.547821490195887,1.972966123407841
2.0,4.719521628436565,4.376935738811993,6.351039998253199,6.467243890199094,-55.65426423068186
3.0,6.307449442577398,5.13829152368234,5.340600098927019,6.702349931336466,6.342819593321049
4.0,6.063064112430253,-2.1423708949954094,-0.6030679512719912,0.9422323469902381,-33.91580450836779
5.0,2.8350194089369,2.768359825582655,2.835019461632599,2.8035976243925953,2.7670176833585898
6.0,2.3832983642886063,2.8104733981911236,2.83501945904858,2.8343189028775027,2.825341707139065
7.0,2.64675171103782,2.194301992893138,2.8054056997716517,2.3811608693010045,2.726731803093683
8.0,2.8201323150281032,2.068228598212067,2.7547658425715658,2.811101988236595,1.9588959510341364
9.0,3.391192938177636,3.4065911656656884,3.391090597026226,3.412901249207974,3.402262547813078
10.0,3.411764628058325,3.09608486272479,3.404848453391683,3.3901555220130883,3.4107988348215548
11.0,3.085089368116866,3.4013001784912933,3.389255745445172,3.089997394737264,3.404786702689298
12.0,3.40611941653301,3.4081197547971103,3.407878447002223,3.3590905421622064,3.3400815850031766
13.0,5.832634511169716,6.550172998456501,6.698001471448842,6.635151389072251,1.5485760678961151
14.0,6.34781218361946,6.315851624749054,6.544504061725821,6.041139792279362,6.683630289205544
15.0,13.842226058030281,-7.417045762985975,13.674153237766845,4.863881407831271,9.771953878830283
16.0,6.171626713454128,2.4170336268245567,-0.3200466073935887,13.3511566766333,-72.18636807289165
17.0,-3.9999999999999987,-3.9999999999999987,-3.9999999999999987,-3.9999999999999987,-3.9999999999999987
18.0,-3.9999999999999987,-3.9999999999999987,-3.9999999999999987,-3.9999999999999987,-3.9999999999999987
19.0,2.7151266841312784,2.7321390490160034,2.5823387881965907,2.7448000716054555,2.101612958708282
20.0,2.6690952454542867,2.074867330366987,2.751607220451181,2.6130139454324643,2.2093454468717475
21.0,2.4639035162300393,2.408941056213427,2.2371522083090025,2.4336837674952005,2.433687269437772
22.0,2.0260399479758036,2.1284515346272053,1.735966329909862,2.222690894512429,1.8339441181229126
23.0,0.8427753116226545,0.20215370055818452,0.7861668357529642,0.6752347141838994,0.26277375018870025
24.0,0.7045290533364561,0.2593136614061663,0.21443292940989755,0.2785986173410544,0.21896728630193393
25.0,3.074091381224013,3.0423338333358125,3.3801509663101066,3.380692468378384,3.063609687928179
26.0,3.1529503663996254,3.379142707164867,3.0575003959915543,3.355053743395323,3.3792011365642676
27.0,3.057780190250944,3.2119594748883196,3.2008534273761478,2.741953957493812,3.2023222574890253
28.0,3.0153990679635747,3.190338692767128,3.055325692697904,3.1853831259569256,2.936480384759387
29.0,2.2945640561699547,2.106243863762775,2.282120476594807,2.092530302496933,2.199321195265799
30.0,2.1173631446420984,2.1413565937371515,2.1026340998038844,2.088022864298082,2.0938747699444296
