ID,ExpValue,SimMean,SimStd,SimMin,SimPercentMean,SimPercentStd
Nominal,2.9160693682559597,2.7916767183104683,0.3192095863840212,2.1983138566079647,0.5619047619047619,0.10127393670836667
Robust,2.3923837060221906,2.577536801025766,0.4293673800790307,1.6757464154740946,0.6726190476190477,0.14753729667481053
OffNominal,3.353317462604592,2.908348577133081,0.42282321388142996,1.7717747454054154,0.5726190476190476,0.1424444588667893
