x1,x2,x3,x4,x5,x6
1.0,-13.17154303957899,-6.756177827288615,-28.337381467414254,-9.284612081712098,-19.5701614784345
2.0,-10.866557493182585,-4.658499985898897,-16.15434301255019,-2.9355799453680755,-47.12896941088628
3.0,-7.127791943659158,-26.743400026260222,-24.802138801296376,-32.674534327898236,-21.568550471130536
4.0,-22.703816819988923,-25.40377369004792,-54.61048325381014,-35.01008554103063,-16.066148247992647
5.0,3.246546024134398,3.012896324134623,3.248084398476196,3.1498780046419776,3.0705381756192365
6.0,3.232341584893204,3.249732694688055,2.7877140504138858,3.2557801284518084,3.2103102733004865
7.0,3.224829503410127,3.032035786470028,3.2562661645265534,3.0804873071532377,3.015324410167152
8.0,3.223021690302179,3.004351035001818,2.8352956936033613,2.661517740118978,2.9970187733161433
9.0,3.433890457947658,3.526729675454084,3.2016380886719547,3.494772141952717,3.51284365740385
10.0,3.527532677619744,3.503087863810882,3.3294397387458936,3.492098639837275,3.50486952474767
11.0,3.403812723461933,3.4645393708243626,3.3153647717700268,3.527857936715419,3.514231852907593
12.0,3.426622161535233,3.4790691624787335,3.47722712231586,3.503956846849846,3.3140734694490397
13.0,-51.839999999999954,-44.35235999999994,-29.524500000000014,-6.754258588364967,-54.75599999999995
14.0,-55.1375204961874,-45.00069158995666,-37.65967040585022,-22.31594902919484,-45.00000000069475
15.0,-14.316366511238773,-8.618986762516199,-26.197885770024207,-2.8768875952907673,-10.218849570563105
16.0,-17.830865921135093,-33.40692194632247,-15.303291992503706,-48.69906928068962,-40.37994469515979
17.0,-23.07234810838116,-7.788207259153921,-31.737232866227785,-36.24371405018639,-8.617168353679507
18.0,-24.947909430378267,-31.37071352844063,-36.54236772958984,-17.999674003458956,-24.582872845306742
19.0,1.8535275257189692,1.9055187928011184,1.9197582676396572,1.8421466659934675,1.8233608803281705
20.0,1.8298292070620226,2.001960304211259,1.9274108493688242,1.8422795607491034,1.8991451002325659
21.0,2.216681813936845,2.18074896918907,2.1795023755704515,2.1981807958833435,2.188268475717143
22.0,2.062554596618855,2.3581279774828885,1.969409166006756,2.0411142919666303,2.076840164007755
23.0,0.9079311606671566,1.2194631091852772,1.6623362218393352,1.369531739299662,1.7144660195603185
24.0,0.9061431188018484,1.3661470277530496,1.3836536993747386,1.42394340352705,0.9093333985731582
25.0,3.046082541216443,3.100609082447297,2.9426077633060017,3.115723763256722,2.9718520484302164
26.0,3.114261352724639,3.1089551969084934,2.942919143210939,3.0833129622159223,3.1691832695584345
27.0,3.017399819464908,3.0096450271097557,3.0318025948658325,2.9960703092373393,3.0406249160844387
28.0,2.9989593529766925,3.042503966310977,3.0116988614209115,2.989687323747375,2.9469424715729753
29.0,2.5579282133036365,2.5579282002710064,2.314598156934025,2.557984826731213,2.314083045276809
30.0,2.3117652377338778,2.639041890958259,2.314239399780435,2.586264866239259,2.56512663067531
