ID,ExpValue,SimMean,SimStd,SimCI,SimPercentMean,SimPercentStd,SimPercentCI,SimProb
Nominal,4.327089130365008,5.057483050702348,0.33523396049435394,"(4.925937244604363, 5.189028856800332)",0.5108910891089109,0.08332924866635377,"(0.4781926919322337, 0.5435894862855881)",Nominal
Robust,2.232428082600289,3.8703292481968394,0.36181544589279246,"(3.728352867228508, 4.012305629165171)",0.4095049504950494,0.05807643188643232,"(0.3867157586228134, 0.43229414236728547)",Nominal
OffNominal,3.29116022951646,4.098661533318251,0.3026642606402782,"(3.9798960774430054, 4.217426989193496)",0.3869306930693069,0.09154713371662473,"(0.35100759779890334, 0.42285378833971043)",Nominal
