NominalSim,RobustSim,OffNominal
2.303887280549264,1.741525034975159,2.303887280549264
2.674702389556769,1.5890180497103448,2.674702389556769
2.7361330388951104,1.7064864285980768,2.7361330388951104
2.695144218725982,1.5145747535417757,2.695144218725982
2.608765385417348,1.7075497428371258,2.608765385417348
2.8323636639415293,1.7616509005011387,2.8323636639415293
2.739111792776706,1.602048089331895,2.739111792776706
2.224714808285124,1.6067199579481388,2.224714808285124
2.2723089377056334,1.6009600507518411,2.2723089377056334
3.2086381745196353,1.7091251949655732,3.2086381745196353
