x1,x2,x3,x4,x5,x6
1.0,2.0050911301378256,6.205395626203256,4.505937382253953,1.774754992345752,6.698261209211763
2.0,3.4839987452918035,-57.41872671573283,6.553216084756872,4.708394308855801,2.114002470118533
3.0,6.663043240875277,4.548251093248818,6.656642653789369,4.419343245757972,-2.1067926353495685
4.0,-56.95509897230447,-34.83552323680967,6.069923664406747,2.0173014651880807,4.726153940515415
5.0,2.7327785321373765,2.7328034367950274,2.7357051787716395,2.735704559907415,2.0638341631340316
6.0,2.6999477342112503,2.7357051789255764,2.0622030470112835,2.732796899120589,1.6859066942502468
7.0,1.473313347193061,2.7143046727400715,2.7356507694702925,1.5524889791857597,2.7356541693336114
8.0,2.063833591316166,2.5923570844988277,2.291492752118256,1.640034889716128,2.504760191638998
9.0,3.3678525905001337,3.3603847496675976,3.3678521436389497,2.7604860288985553,3.3570459620292175
10.0,3.3369883351261325,3.0845305850386198,2.736660663139197,3.367852368202089,3.2953637611049067
11.0,3.3571538061511754,3.3563392352839103,3.3660783621737997,3.0258646342302873,2.6765886678335646
12.0,2.988037012593047,2.8803458928095327,3.31789473845012,3.024086267848978,2.9871085757501725
13.0,4.712391019152524,4.7270632822966006,6.548004220441619,1.9274514783083443,4.254493973912096
14.0,3.6158737651466986,6.549699742363871,-0.8884766317819223,1.1717808843515487,4.720990010427041
15.0,6.433803605755191,6.868784092040502,-75.614353638281,7.726590796337475,11.919427645513679
16.0,12.545483144009431,6.178972388789238,-2.7433178181712385,-40.00125059486247,7.403351941719683
17.0,-3.9999999999999987,-3.9999999999999987,-3.9999999999999987,-3.9999999999999987,-3.9999999999999987
18.0,-3.9999999999999987,-3.9999999999999987,-3.9999999999999987,-3.9999999999999987,-3.9999999999999987
19.0,2.5648713962972987,2.485324123426806,2.217161482234926,2.6306468246567767,1.9529144662140414
20.0,1.96628228377115,2.2565763007257265,2.51920744992956,2.3710326417324885,2.6248492677820128
21.0,1.735927426303135,1.4357864635156405,2.100792991105853,1.7760960796143486,0.9330765664627712
22.0,2.0266310593245147,1.9659605344832882,1.93690816134318,1.5601031175820015,1.0957122128762797
23.0,9.257941537293836e-16,3.3492383569024055e-16,3.347859105601449e-16,4.4046000310029304e-16,4.481364881011243e-16
24.0,3.1770195549766686e-16,8.402194952415243e-16,3.4653017043723567e-16,3.859081448876214e-16,3.4413073836961743e-16
25.0,3.320089617220063,3.175657618253733,3.2918110047652718,2.6959353800683425,3.1955255684356745
26.0,3.1357709146830013,2.8413525624662213,3.238841249482015,3.246249558589952,3.2145302990565154
27.0,3.1143288460379708,2.8701564705743645,2.781287207755189,2.865274301588896,3.0010444888713748
28.0,2.82772309277968,2.791368413907183,3.06362713131365,2.6293993337611763,2.714766922658888
29.0,2.0463179713994064,2.1476338317780215,2.038693882381971,2.0547197187741952,2.0805916315238187
30.0,2.0409345760976203,2.053345042096307,2.0668441284761747,2.038765562239612,2.034662184920876
