NominalSim,RobustSim,OffNominal
5.452025212082796,3.590196719371248,3.71142336109118
5.0573362228549135,3.860681996569751,4.033860370123076
4.29198281845923,3.9570954108342304,4.569453329278592
5.386332283059568,3.900813210442784,3.5674378082204865
4.424587946434447,3.929972276552039,3.68394399909305
4.776120600443804,3.507958433461747,3.7407794307464264
4.521592736062082,3.4790943415317472,3.7718708258208267
4.791100300520995,4.153153921319772,3.4377829352882543
4.297613434621983,3.644231278357057,3.5941825351224828
5.1538680568880535,4.000167476842317,3.4056187867985375
4.636436765506121,4.201801375784227,4.529961242734285
4.472706219651734,4.224731147578617,3.54984224197832
4.430210736759654,3.388688756091091,3.736460890870891
4.205814276866911,4.271829229060485,3.8801114585861827
5.134207003381724,3.747763143000382,3.9364858844340698
4.517446095013139,4.547553451375807,3.8463802577640207
5.199175607296881,4.395191457434478,3.2669680335925815
4.165896203032784,3.7980957557793005,4.019076774731308
5.277377199465964,3.6108619053728277,4.171482639645177
4.393164524062066,3.7483512106039374,3.705642287023017
4.6179196209890465,4.74324195019755,3.432607835434214
3.9944627434632,3.8509859164103957,3.43145404535369
4.394860791712644,4.133556251556973,3.5810659571750345
4.417178536786242,4.178253488940686,3.343293692156241
4.885203637969238,3.3797899508216607,3.9510352843031145
