NominalSim,RobustSim,OffNominal
2.220039374483818,1.764660720074113,1.7879426526830857
2.273873298501059,2.084973248555631,1.855567396888547
2.178896917459496,1.7925746088250414,1.9527548164779458
2.007067046071506,2.2348015229746045,1.7088461114885773
2.072473973775042,1.9374160284677906,1.7434672716458537
2.2071170830899525,2.6475552147782127,1.754625890646788
2.075513590747388,1.7965791228515944,1.8583409864497795
2.140361954880051,2.313636223948158,1.7992189340998934
2.0060539691147086,2.119340673022567,1.9547468417481875
2.1562685815552616,2.240117292955367,1.9078222058663843
