NominalSim,RobustSim,OffNominal
1.7413396660276776,2.1317159074455327,1.7225452496514257
1.6468090926116314,1.8417367947690741,1.721206297877594
1.7025569885767649,1.894980821592576,1.7505177665145961
1.79954744011278,2.018920686030609,1.5889053130786006
1.7114133397638231,1.8842640318567514,1.7310432852771156
1.7218310640826477,2.0542332393398013,1.6349360305611063
1.8775819826397417,2.048602108394335,1.5695040617656135
1.855033182022242,2.183739618548274,1.6267814162878118
1.7307905113385398,1.662666008372761,1.6282804493188212
1.6496547232806082,1.9211917160378114,1.66593449074336
1.8507818445615907,1.9446483191883017,1.7423788315994884
1.9247278023698378,1.79351650630038,1.7561699304820995
1.877475280385125,1.881476230594881,1.8123098202624868
1.6624374044521268,1.6677483696101767,1.689772339846821
1.9550761971171575,1.9954424489494622,1.8047010868848539
