ID,ExpValue,SimMean,SimStd,SimMin,SimPercentMean,SimPercentStd
Nominal,2.9160693682559597,3.0139206623092436,0.36129269144630816,2.233541453075728,0.7762376237623763,0.04042913152744876
Robust,2.3924726647449335,2.7822766764605156,0.3044416736168313,2.3683683512195444,0.7846534653465348,0.06119209864099986
OffNominal,3.353317462604592,2.846497395106792,0.40935586229199517,2.093072097442211,0.7841584158415842,0.053809710673581465
