x1,x2,x3,x4,x5,x6
1.0,18.844922596919268,18.844922601014588,18.844609796575895,18.84492256217152,18.839297251136124
2.0,18.841549338045752,18.310290893982167,18.423615962081797,18.83840199888573,18.84081436905437
3.0,18.266353483387377,18.310290893982167,18.405413173997704,18.84169971064781,18.84156478708848
4.0,18.84169386665903,18.8417012510157,18.841054083475576,18.60354934972112,18.255953573114624
5.0,18.60354934972112,17.276227056642043,17.63124802011258,18.26635464732138,18.84156479795694
6.0,17.759051194302536,16.636521456821324,16.173333120823578,18.310290893982167,16.47572181132795
7.0,16.921261501218744,16.921261501218744,16.921261501218744,16.921261501218744,16.921261501218744
8.0,16.921261501218744,16.921261501218744,16.921261501218744,16.921261501218744,15.38369689181066
9.0,16.921261501218744,16.921261501218744,16.921261501218744,16.921261501218744,16.921261501218744
10.0,12.138133015533436,15.38369689181066,13.996044831819884,15.132146435671219,14.64023318954346
11.0,17.13686690427332,13.496103487078152,12.743688847678207,15.531756080195166,17.139422731517257
12.0,15.580681317973607,17.13954051270791,9.12859840453503,5.127042681669304,17.13954162521143
13.0,18.78731822669032,18.41237616418038,18.78731822669032,18.78731822669032,18.78731822669032
14.0,18.57095195633648,18.78731822669032,18.35507445456215,18.57095195633648,18.78731822669032
15.0,18.175558781902563,18.972967965631465,17.05332998341608,18.818173809290748,18.175558781902563
16.0,18.972967965631465,18.972967965631465,18.175558781902563,17.455896993587228,18.972967965631465
17.0,18.765118397046486,18.960311652550665,18.904098380364637,19.022097718541332,17.65254562124796
18.0,16.840411467857642,18.960314242292057,17.422589826736242,18.15933452967262,19.008658742470374
19.0,19.022103967800057,17.987971642592036,19.02197739182686,19.02210419601662,19.008659767334322
20.0,18.972967965631465,18.001088792611412,18.175558781902563,18.688392021846845,18.972967965631465
21.0,19.022103111993317,18.21924251931074,19.022104435165197,15.498855083983143,19.02207659050748
22.0,18.972967965631465,18.972967965631465,18.972967965631465,18.91599564311998,18.972967965631465
23.0,16.910333848485195,16.910333848485195,16.08495605290413,16.910333848485195,16.08495605290413
24.0,14.628811342411582,16.910333848485195,16.910333848485195,16.910333848485195,16.08495605290413
25.0,15.644119794828798,15.644119794828798,11.783932095001356,15.644119794828798,15.644119794828798
26.0,17.55014249513389,17.551190186358035,14.861314120019973,17.55106317098945,14.446224648874677
27.0,17.533316352450953,13.841743302521245,15.644119794828798,12.869533278542308,16.34533496041945
28.0,15.644119794828798,14.223369400961486,14.630074713720292,11.736831343065399,15.644119794828798
29.0,15.644119794828798,14.223369400961486,15.644119794828798,15.644119794828798,15.644119794828798
30.0,15.644119794828798,15.644119794828798,15.644119794828798,15.644119794828798,12.94114217049624
31.0,15.644119794828798,15.644119794828798,14.630074713720292,14.630074713720292,15.644119794828798
32.0,15.644119794828798,14.223369400961486,14.223369400961486,11.783932095001356,15.644119794828798
