ID,ExpectedValue,SimMean,SimStd,SimMin
Nominal,2.3865855778075704,3.0386945343017575,0.055050798018080674,2.9784765930175783
Robust,1.7184257014219908,2.9714245147705074,0.09659635080197085,2.883184432983398
