NominalSim,RobustSim,OffNominal
1.9536781934077323,2.1155574501470835,1.9536781934077323
2.5957561043948973,2.0119528473806887,2.5957561043948973
2.333176748093713,2.3961794081078875,2.333176748093713
2.1108610537103853,2.170288403600476,2.1108610537103853
2.239591325523537,1.4119551676970694,2.239591325523537
2.344468051083293,1.7888063716582965,2.344468051083293
1.986267210255086,1.406778822669433,1.986267210255086
1.4202944519561327,1.8699947100611416,1.4202944519561327
1.4293644627565918,1.5877546846284527,1.4293644627565918
2.816683326856529,2.151996569679383,2.816683326856529
1.9988731576034424,2.1185243826748734,1.9988731576034424
2.265234612723615,2.5936040755990777,2.265234612723615
2.381265294440733,1.910730070298645,2.381265294440733
2.0784907865896995,2.7770595045730637,2.0784907865896995
2.2521962959982957,1.9685031986045671,2.2521962959982957
2.810030536395199,2.5797473491301948,2.810030536395199
2.0449940187058653,1.7925882674043354,2.0449940187058653
2.50733939434943,2.4626742883702555,2.50733939434943
1.9062397013084658,2.3422231985668636,1.9062397013084658
1.4313755175931164,2.2168520143555903,1.4313755175931164
2.4162297346202695,2.240651044787785,2.4162297346202695
2.611101564327203,2.2201544768468784,2.611101564327203
1.8284586661900617,2.4400489806690615,1.8284586661900617
2.036128138514759,2.1518199490970957,2.036128138514759
2.585961476591728,1.3599121263581677,2.585961476591728
1.6714116806124633,1.9049802841600525,1.6714116806124633
2.4657064373329303,1.474979944045091,2.4657064373329303
1.1015653879319145,2.1883080856303585,1.1015653879319145
2.1687348329684446,1.3634132490011448,2.1687348329684446
1.3126875676550895,1.6806867456179633,1.3126875676550895
2.876299957650216,2.2549955310891168,2.876299957650216
2.04683692246671,2.3755415990975117,2.04683692246671
2.4336709310300564,2.0454166256716713,2.4336709310300564
2.2630508774764166,2.8830052797525623,2.2630508774764166
2.0694675777211784,1.8187853282897564,2.0694675777211784
2.518599771496189,1.3910530981059939,2.518599771496189
1.775863171164377,2.1970490782591696,1.775863171164377
2.3638428238599674,1.549288753161997,2.3638428238599674
2.575016494797612,1.8640356321316922,2.575016494797612
2.8910393083071098,2.4389006163225275,2.8910393083071098
1.655044360154702,2.1208293677418246,1.655044360154702
2.512316464013981,2.748065270074688,2.512316464013981
1.866329243303497,2.5008089511831195,1.866329243303497
2.0472548188008246,2.1959165432463936,2.0472548188008246
2.1312909522103647,2.0003196051552505,2.1312909522103647
2.631090467437006,2.0887285873537187,2.631090467437006
1.999662323314683,2.782695200130565,1.999662323314683
2.925286226759062,1.9168925790157203,2.925286226759062
2.3220962242726433,2.450355066791046,2.3220962242726433
2.0501696650722105,2.4660082473409664,2.0501696650722105
