NominalSim,RobustSim,OffNominal
3.029260618421098,2.8674549732783787,3.029260618421098
2.900302753227054,2.729369660791523,2.900302753227054
2.9152404085065444,3.4250551890861463,2.9152404085065444
2.9228173555589385,3.05760891908513,2.9228173555589385
3.1342988372636,2.9368894011411983,3.1342988372636
2.7340019982359074,3.285624959008034,2.7340019982359074
3.2809438534799034,3.4455324166565187,3.2809438534799034
2.7188250128344142,3.409859834734811,2.7188250128344142
3.3014789410703043,2.9408898586689367,3.3014789410703043
2.5797902547377554,3.2598586419855433,2.5797902547377554
2.8709430469080788,2.436222575214118,2.8709430469080788
2.692365912478278,2.5941283650456803,2.692365912478278
2.832050095071339,3.452417554735162,2.832050095071339
2.829155987799206,2.9136415528896196,2.829155987799206
1.941892322267607,3.4736559231825646,1.941892322267607
3.0335600056120873,2.7807249326550587,3.0335600056120873
2.88869905044828,3.18626290279166,2.88869905044828
3.3516143512084797,2.535766926745864,3.3516143512084797
2.902080072330461,3.25017793115869,2.902080072330461
2.232898495465277,2.9136376798456887,2.232898495465277
3.0755490571133315,3.347201947525604,3.0755490571133315
3.0121973662633543,2.8139485601738006,3.0121973662633543
2.601437056509379,3.4448394937164974,2.601437056509379
3.4697238603605536,2.731029727976301,3.4697238603605536
3.1896552059110506,3.1637772815603844,3.1896552059110506
2.2713142778629587,3.203193852632335,2.2713142778629587
2.9363868836588267,2.372680707497215,2.9363868836588267
2.723462254164571,2.027447895972529,2.723462254164571
2.7569795818416023,3.492557683358839,2.7569795818416023
2.8753576809306756,1.9439842346985934,2.8753576809306756
2.511538019616311,2.901978417744336,2.511538019616311
2.7644191030847636,2.795090330417057,2.7644191030847636
2.792649244206091,2.9351599885476545,2.792649244206091
3.0805993429546277,1.9933822235994103,3.0805993429546277
2.8377582592697146,2.812405867609802,2.8377582592697146
3.100223200234119,2.932416246792061,3.100223200234119
2.879245493662606,2.1068014209192967,2.879245493662606
2.7335621361479667,2.5868839639328143,2.7335621361479667
2.5012638479566127,2.4169736522282546,2.5012638479566127
3.1207101955392536,3.389344338250346,3.1207101955392536
2.6496884544083557,3.2432806058252055,2.6496884544083557
3.41145816074072,2.886244295650952,3.41145816074072
3.1270848719134547,3.141500266030316,3.1270848719134547
3.3446358868567487,2.944169820217649,3.3446358868567487
2.9349667172489537,2.824157950835958,2.9349667172489537
2.856854438953603,2.776914607898193,2.856854438953603
2.9002573462944587,2.3181780374852647,2.9002573462944587
3.131501913705257,2.592105834494653,3.131501913705257
2.7889340383347863,2.794608218496538,2.7889340383347863
2.8810372496706886,2.481882116269724,2.8810372496706886
