ID,ExpectedValue,SimMean,SimStd,SimMin
Nominal,2.1263565952905443,2.32591621163499,0.1110856464456838,2.119224524107426
Robust,1.5650556388994683,2.138544319483655,0.12813313407418792,1.9152807011723811
